ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2452596,65671,46314,106154,1465147,5187,85580,19,244,240014,69,4.08,8.03,2.81,0.0,193.89,281.52,554.07,13.57,0.0,193.89,207.46,-87.63
2452596,65671,53064,106154,1465147,5187,85580,19,122,240014,23,20.07,36.52,23.0,359.72,529.0,461.61,839.96,10.15,359.72,169.28,179.43,-292.33
2452596,65671,52939,106154,1465147,5187,85580,19,295,240014,6,58.29,58.29,20.4,0.0,122.4,349.74,349.74,1.22,0.0,122.4,123.62,-227.34
2452596,65671,15159,106154,1465147,5187,85580,19,224,240014,42,81.87,90.05,30.61,0.0,1285.62,3438.54,3782.1,77.13,0.0,1285.62,1362.75,-2152.92
2452596,65671,20593,106154,1465147,5187,85580,19,299,240014,17,75.0,140.25,120.61,0.0,2050.37,1275.0,2384.25,102.51,0.0,2050.37,2152.88,775.37
2452596,65671,37377,106154,1465147,5187,85580,19,357,240014,35,67.82,71.88,69.0,0.0,2415.0,2373.7,2515.8,120.75,0.0,2415.0,2535.75,41.3
2452596,65671,47851,106154,1465147,5187,85580,19,103,240014,75,95.25,178.11,51.65,0.0,3873.75,7143.75,13358.25,271.16,0.0,3873.75,4144.91,-3270.0
2452596,65671,37183,106154,1465147,5187,85580,19,100,240014,15,63.32,63.95,52.43,0.0,786.45,949.8,959.25,39.32,0.0,786.45,825.77,-163.35
2452596,65671,46873,106154,1465147,5187,85580,19,360,240014,4,79.31,92.79,34.33,0.0,137.32,317.24,371.16,1.37,0.0,137.32,138.69,-179.92
2452596,65671,52123,106154,1465147,5187,85580,19,70,240014,89,77.03,134.03,79.07,0.0,7037.23,6855.67,11928.67,422.23,0.0,7037.23,7459.46,181.56
2452596,65671,1155,106154,1465147,5187,85580,19,295,240014,91,19.04,32.36,13.91,0.0,1265.81,1732.64,2944.76,12.65,0.0,1265.81,1278.46,-466.83
2452596,65671,831,106154,1465147,5187,85580,19,69,240014,24,65.85,82.31,25.51,0.0,612.24,1580.4,1975.44,18.36,0.0,612.24,630.6,-968.16
2452596,65671,23943,106154,1465147,5187,85580,19,186,240014,91,31.78,41.31,40.07,2990.02,3646.37,2891.98,3759.21,6.56,2990.02,656.35,662.91,-2235.63
2452423,49782,47617,129843,756974,3458,53189,50,98,240015,48,37.15,38.26,1.91,0.0,91.68,1783.2,1836.48,6.41,0.0,91.68,98.09,-1691.52
2452423,49782,26527,129843,756974,3458,53189,50,87,240015,27,18.33,23.64,9.92,0.0,267.84,494.91,638.28,13.39,0.0,267.84,281.23,-227.07
2452423,49782,4008,129843,756974,3458,53189,50,10,240015,65,43.09,56.44,1.69,38.44,109.85,2800.85,3668.6,4.28,38.44,71.41,75.69,-2729.44
2452423,49782,35703,129843,756974,3458,53189,50,378,240015,98,10.11,10.41,8.74,0.0,856.52,990.78,1020.18,51.39,0.0,856.52,907.91,-134.26
2452423,49782,24162,129843,756974,3458,53189,50,39,240015,60,83.04,166.08,78.05,0.0,4683.0,4982.4,9964.8,421.47,0.0,4683.0,5104.47,-299.4
2452423,49782,6486,129843,756974,3458,53189,50,35,240015,26,23.07,32.99,28.7,0.0,746.2,599.82,857.74,22.38,0.0,746.2,768.58,146.38
2452423,49782,21213,129843,756974,3458,53189,50,55,240015,59,71.26,109.74,50.48,0.0,2978.32,4204.34,6474.66,0.0,0.0,2978.32,2978.32,-1226.02
2452423,49782,39667,129843,756974,3458,53189,50,322,240015,55,24.54,36.07,1.08,20.19,59.4,1349.7,1983.85,0.78,20.19,39.21,39.99,-1310.49
2452423,49782,52017,129843,756974,3458,53189,50,20,240015,74,46.91,84.43,38.83,0.0,2873.42,3471.34,6247.82,0.0,0.0,2873.42,2873.42,-597.92
2452423,49782,23100,129843,756974,3458,53189,50,87,240015,28,77.13,122.63,79.7,0.0,2231.6,2159.64,3433.64,111.58,0.0,2231.6,2343.18,71.96
2452423,49782,21402,129843,756974,3458,53189,50,384,240015,31,57.07,100.44,56.24,0.0,1743.44,1769.17,3113.64,52.3,0.0,1743.44,1795.74,-25.73
2450818,69035,50518,190874,1049535,6796,12057,44,221,240016,39,26.16,48.91,25.92,0.0,1010.88,1020.24,1907.49,20.21,0.0,1010.88,1031.09,-9.36
2450818,69035,53611,190874,1049535,6796,12057,44,172,240016,59,14.57,21.12,12.24,0.0,722.16,859.63,1246.08,14.44,0.0,722.16,736.6,-137.47
2450818,69035,25586,190874,1049535,6796,12057,44,165,240016,86,74.77,141.31,57.93,1693.87,4981.98,6430.22,12152.66,295.92,1693.87,3288.11,3584.03,-3142.11
2450818,69035,43645,190874,1049535,6796,12057,44,350,240016,48,96.05,118.14,114.59,0.0,5500.32,4610.4,5670.72,330.01,0.0,5500.32,5830.33,889.92
2450818,69035,13838,190874,1049535,6796,12057,44,377,240016,2,86.54,94.32,83.94,0.0,167.88,173.08,188.64,5.03,0.0,167.88,172.91,-5.2
2450818,69035,12211,190874,1049535,6796,12057,44,119,240016,41,90.84,114.45,20.6,0.0,844.6,3724.44,4692.45,0.0,0.0,844.6,844.6,-2879.84
2450818,69035,3472,190874,1049535,6796,12057,44,110,240016,21,23.4,45.39,18.15,0.0,381.15,491.4,953.19,22.86,0.0,381.15,404.01,-110.25
2450818,69035,42428,190874,1049535,6796,12057,44,100,240016,3,51.43,93.6,70.2,44.22,210.6,154.29,280.8,13.31,44.22,166.38,179.69,12.09
,,12212,190874,,,,44,96,240016,,,46.64,11.19,,660.21,,2751.76,,,,,-1138.7
2450818,69035,3712,190874,1049535,6796,12057,44,106,240016,88,15.54,16.78,9.9,609.84,871.2,1367.52,1476.64,23.52,609.84,261.36,284.88,-1106.16
2450818,69035,481,190874,1049535,6796,12057,44,103,240016,10,23.34,26.84,18.51,0.0,185.1,233.4,268.4,11.1,0.0,185.1,196.2,-48.3
2450818,69035,15332,190874,1049535,6796,12057,44,298,240016,30,61.74,106.19,82.82,968.99,2484.6,1852.2,3185.7,60.62,968.99,1515.61,1576.23,-336.59
2450818,69035,12640,190874,1049535,6796,12057,44,359,240016,13,4.02,7.91,2.37,0.0,30.81,52.26,102.83,0.0,0.0,30.81,30.81,-21.45
2450818,69035,33488,190874,1049535,6796,12057,44,81,240016,11,82.16,97.77,43.01,141.93,473.11,903.76,1075.47,3.31,141.93,331.18,334.49,-572.58
2450818,69035,5995,190874,1049535,6796,12057,44,255,240016,45,59.12,101.09,100.07,0.0,4503.15,2660.4,4549.05,135.09,0.0,4503.15,4638.24,1842.75
2450818,69035,3877,190874,1049535,6796,12057,44,372,240016,60,90.9,91.8,65.17,0.0,3910.2,5454.0,5508.0,39.1,0.0,3910.2,3949.3,-1543.8
2451775,61921,30157,210387,44579,7171,127363,7,87,240017,36,72.75,141.13,63.5,0.0,2286.0,2619.0,5080.68,160.02,0.0,2286.0,2446.02,-333.0
2451775,61921,12383,,,,,,,240017,,54.21,,,,6618.62,,7194.53,,,6618.62,6750.99,
2451775,61921,45878,210387,44579,7171,127363,7,221,240017,95,30.88,39.83,10.35,0.0,983.25,2933.6,3783.85,88.49,0.0,983.25,1071.74,-1950.35
2451775,,47822,210387,,7171,127363,,315,240017,,,60.32,19.3,0.0,,2159.0,4101.76,,0.0,1312.4,,
2451775,61921,7676,210387,44579,7171,127363,7,7,240017,5,77.7,143.74,44.55,0.0,222.75,388.5,718.7,20.04,0.0,222.75,242.79,-165.75
2451775,61921,52477,210387,44579,7171,127363,7,70,240017,66,39.38,77.97,47.56,0.0,3138.96,2599.08,5146.02,251.11,0.0,3138.96,3390.07,539.88
2451775,61921,20647,210387,44579,7171,127363,7,154,240017,6,88.14,131.32,97.17,0.0,583.02,528.84,787.92,34.98,0.0,583.02,618.0,54.18
2451775,61921,45656,210387,44579,7171,127363,7,136,240017,25,70.02,107.13,26.78,0.0,669.5,1750.5,2678.25,13.39,0.0,669.5,682.89,-1081.0
2451775,61921,43339,210387,44579,7171,127363,7,340,240017,16,53.92,93.82,13.13,0.0,210.08,862.72,1501.12,12.6,0.0,210.08,222.68,-652.64
2451997,34056,16879,189131,1795179,6227,48475,34,316,240018,60,16.18,30.41,24.02,172.94,1441.2,970.8,1824.6,63.41,172.94,1268.26,1331.67,297.46
2451997,34056,37433,189131,1795179,6227,48475,34,277,240018,36,11.55,13.97,1.11,0.0,39.96,415.8,502.92,3.59,0.0,39.96,43.55,-375.84
2451997,34056,33027,189131,1795179,6227,48475,34,142,240018,72,82.24,99.51,44.77,0.0,3223.44,5921.28,7164.72,290.1,0.0,3223.44,3513.54,-2697.84
2451997,34056,4719,189131,1795179,6227,48475,34,71,240018,57,8.07,12.91,7.61,0.0,433.77,459.99,735.87,39.03,0.0,433.77,472.8,-26.22
2451997,34056,2617,189131,1795179,6227,48475,34,350,240018,73,55.74,58.52,45.64,0.0,3331.72,4069.02,4271.96,99.95,0.0,3331.72,3431.67,-737.3
2451997,34056,7163,189131,1795179,6227,48475,34,159,240018,35,19.04,20.56,19.73,0.0,690.55,666.4,719.6,48.33,0.0,690.55,738.88,24.15
2451997,34056,38069,189131,1795179,6227,48475,34,129,240018,9,74.69,148.63,77.28,0.0,695.52,672.21,1337.67,48.68,0.0,695.52,744.2,23.31
2451997,34056,41959,189131,1795179,6227,48475,34,301,240018,59,13.65,25.25,1.76,0.0,103.84,805.35,1489.75,5.19,0.0,103.84,109.03,-701.51
,,31321,,,2942,,44,,240019,5,23.7,42.42,14.84,69.0,74.2,,212.1,,69.0,,5.51,-113.3
2452275,44495,50217,216036,900989,2942,88942,44,58,240019,65,91.3,156.12,9.36,0.0,608.4,5934.5,10147.8,6.08,0.0,608.4,614.48,-5326.1
2452275,44495,26531,216036,900989,2942,88942,44,219,240019,87,73.95,79.86,11.18,145.89,972.66,6433.65,6947.82,41.33,145.89,826.77,868.1,-5606.88
2452275,44495,22563,216036,900989,2942,88942,44,24,240019,51,76.71,87.44,34.97,89.17,1783.47,3912.21,4459.44,16.94,89.17,1694.3,1711.24,-2217.91
2452275,44495,26655,216036,900989,2942,88942,44,227,240019,17,51.47,81.83,36.82,0.0,625.94,874.99,1391.11,6.25,0.0,625.94,632.19,-249.05
2452275,44495,2629,216036,900989,2942,88942,44,59,240019,6,42.67,49.92,36.44,115.87,218.64,256.02,299.52,8.22,115.87,102.77,110.99,-153.25
2452275,44495,44759,216036,900989,2942,88942,44,224,240019,89,18.92,22.32,18.74,867.28,1667.86,1683.88,1986.48,24.01,867.28,800.58,824.59,-883.3
2452275,44495,44973,216036,900989,2942,88942,44,132,240019,92,43.76,70.89,54.58,0.0,5021.36,4025.92,6521.88,0.0,0.0,5021.36,5021.36,995.44
2452603,43813,51831,83383,1000757,4884,47058,10,26,240020,10,28.2,30.45,23.44,0.0,234.4,282.0,304.5,11.72,0.0,234.4,246.12,-47.6
2452603,43813,5694,83383,1000757,4884,47058,10,111,240020,63,34.02,48.98,14.2,724.62,894.6,2143.26,3085.74,11.89,724.62,169.98,181.87,-1973.28
2452603,43813,14311,83383,1000757,4884,47058,10,90,240020,38,67.8,74.58,65.63,0.0,2493.94,2576.4,2834.04,224.45,0.0,2493.94,2718.39,-82.46
2452603,43813,32845,83383,1000757,4884,47058,10,287,240020,5,73.13,144.06,47.53,0.0,237.65,365.65,720.3,9.5,0.0,237.65,247.15,-128.0
2452603,43813,33234,83383,1000757,4884,47058,10,64,240020,88,2.1,3.25,2.99,0.0,263.12,184.8,286.0,21.04,0.0,263.12,284.16,78.32
2452603,43813,30417,83383,1000757,4884,47058,10,323,240020,59,17.42,31.0,20.15,0.0,1188.85,1027.78,1829.0,95.1,0.0,1188.85,1283.95,161.07
2452603,43813,41149,83383,1000757,4884,47058,10,156,240020,24,82.3,102.87,87.43,0.0,2098.32,1975.2,2468.88,0.0,0.0,2098.32,2098.32,123.12
2452603,43813,20754,83383,1000757,4884,47058,10,155,240020,67,92.78,163.29,163.29,0.0,10940.43,6216.26,10940.43,0.0,0.0,10940.43,10940.43,4724.17
2452603,43813,47742,83383,1000757,4884,47058,10,109,240020,4,40.5,59.13,29.56,0.0,118.24,162.0,236.52,2.36,0.0,118.24,120.6,-43.76
,,29493,,,,,10,,240020,,31.61,,28.56,,,758.64,,,,685.44,,
2452603,43813,4747,83383,1000757,4884,47058,10,113,240020,59,56.4,93.06,36.29,0.0,2141.11,3327.6,5490.54,21.41,0.0,2141.11,2162.52,-1186.49
2452603,43813,45949,83383,1000757,4884,47058,10,109,240020,41,78.66,109.33,99.49,0.0,4079.09,3225.06,4482.53,81.58,0.0,4079.09,4160.67,854.03
2452603,43813,15133,83383,1000757,4884,47058,10,2,240020,12,50.03,95.55,51.59,0.0,619.08,600.36,1146.6,12.38,0.0,619.08,631.46,18.72
2452591,36449,28467,153481,1437282,6283,51284,10,43,240021,53,44.73,88.56,10.62,562.86,562.86,2370.69,4693.68,0.0,562.86,0.0,0.0,-2370.69
2452591,36449,42426,153481,1437282,6283,51284,10,287,240021,62,58.07,103.36,91.99,0.0,5703.38,3600.34,6408.32,285.16,0.0,5703.38,5988.54,2103.04
2452591,36449,47653,153481,1437282,6283,51284,10,23,240021,51,17.38,27.11,6.23,0.0,317.73,886.38,1382.61,25.41,0.0,317.73,343.14,-568.65
2452591,36449,47695,153481,1437282,6283,51284,10,125,240021,11,13.21,20.34,16.88,35.27,185.68,145.31,223.74,12.03,35.27,150.41,162.44,5.1
2452591,36449,16530,153481,1437282,6283,51284,10,208,240021,57,55.1,65.56,47.85,0.0,2727.45,3140.7,3736.92,81.82,0.0,2727.45,2809.27,-413.25
2452591,36449,32221,153481,1437282,6283,51284,10,293,240021,87,10.09,17.05,9.54,0.0,829.98,877.83,1483.35,74.69,0.0,829.98,904.67,-47.85
2452591,36449,49038,153481,1437282,6283,51284,10,314,240021,81,12.7,18.16,16.7,0.0,1352.7,1028.7,1470.96,54.1,0.0,1352.7,1406.8,324.0
2452591,36449,39480,153481,1437282,6283,51284,10,37,240021,55,6.64,11.42,8.67,0.0,476.85,365.2,628.1,14.3,0.0,476.85,491.15,111.65
2452591,36449,27513,153481,1437282,6283,51284,10,154,240021,39,86.28,106.12,55.18,0.0,2152.02,3364.92,4138.68,129.12,0.0,2152.02,2281.14,-1212.9
2452591,36449,43110,153481,1437282,6283,51284,10,97,240021,42,41.96,75.94,0.0,0.0,0.0,1762.32,3189.48,0.0,0.0,0.0,0.0,-1762.32
2452606,51975,3157,145835,1101676,2470,54111,19,114,240022,57,61.5,123.0,95.94,0.0,5468.58,3505.5,7011.0,492.17,0.0,5468.58,5960.75,1963.08
2452606,51975,51834,145835,1101676,2470,54111,19,290,240022,65,53.22,65.99,29.69,463.16,1929.85,3459.3,4289.35,14.66,463.16,1466.69,1481.35,-1992.61
2452606,51975,14448,145835,1101676,2470,54111,19,54,240022,25,78.87,78.87,0.78,0.0,19.5,1971.75,1971.75,1.36,0.0,19.5,20.86,-1952.25
2452606,51975,6097,145835,1101676,2470,54111,19,164,240022,47,51.43,75.6,71.82,0.0,3375.54,2417.21,3553.2,236.28,0.0,3375.54,3611.82,958.33
2452606,51975,43845,145835,1101676,2470,54111,19,98,240022,60,8.37,13.89,6.94,0.0,416.4,502.2,833.4,24.98,0.0,416.4,441.38,-85.8
2452606,51975,2977,145835,1101676,2470,54111,19,214,240022,100,75.95,151.14,110.33,0.0,11033.0,7595.0,15114.0,441.32,0.0,11033.0,11474.32,3438.0
2452606,51975,46656,145835,1101676,2470,54111,19,209,240022,4,92.56,152.72,152.72,0.0,610.88,370.24,610.88,54.97,0.0,610.88,665.85,240.64
2452606,51975,53340,145835,1101676,2470,54111,19,219,240022,12,76.31,87.75,30.71,353.77,368.52,915.72,1053.0,0.29,353.77,14.75,15.04,-900.97
2452606,51975,15438,145835,1101676,2470,54111,19,59,240022,41,29.48,42.74,36.75,0.0,1506.75,1208.68,1752.34,30.13,0.0,1506.75,1536.88,298.07
2452606,51975,37656,145835,1101676,2470,54111,19,361,240022,5,19.58,38.18,1.14,0.0,5.7,97.9,190.9,0.39,0.0,5.7,6.09,-92.2
2452606,51975,33085,145835,1101676,2470,54111,19,63,240022,81,94.11,173.16,107.35,0.0,8695.35,7622.91,14025.96,173.9,0.0,8695.35,8869.25,1072.44
,51975,34417,,1101676,2470,54111,,,240022,,,113.03,,0.0,0.0,2107.38,2486.66,,0.0,0.0,,
2452606,51975,33037,145835,1101676,2470,54111,19,320,240022,36,68.58,126.87,10.14,0.0,365.04,2468.88,4567.32,7.3,0.0,365.04,372.34,-2103.84
2452606,51975,36738,145835,1101676,2470,54111,19,147,240022,43,84.37,131.61,31.58,0.0,1357.94,3627.91,5659.23,27.15,0.0,1357.94,1385.09,-2269.97
2452614,43447,52584,195714,560735,6556,73177,43,103,240023,83,41.69,48.77,5.36,0.0,444.88,3460.27,4047.91,31.14,0.0,444.88,476.02,-3015.39
2452614,43447,17331,195714,560735,6556,73177,43,176,240023,74,3.45,6.58,2.23,0.0,165.02,255.3,486.92,14.85,0.0,165.02,179.87,-90.28
2452614,43447,47859,195714,560735,6556,73177,43,288,240023,42,15.55,28.14,24.48,0.0,1028.16,653.1,1181.88,92.53,0.0,1028.16,1120.69,375.06
2452614,43447,36885,195714,560735,6556,73177,43,145,240023,83,2.02,3.99,0.19,0.0,15.77,167.66,331.17,1.41,0.0,15.77,17.18,-151.89
2452614,43447,11383,195714,560735,6556,73177,43,81,240023,28,79.51,85.87,41.21,0.0,1153.88,2226.28,2404.36,34.61,0.0,1153.88,1188.49,-1072.4
2452614,43447,43035,195714,560735,6556,73177,43,65,240023,67,2.4,2.47,1.4,74.1,93.8,160.8,165.49,0.39,74.1,19.7,20.09,-141.1
2452614,43447,7542,195714,560735,6556,73177,43,45,240023,35,21.65,22.08,9.93,0.0,347.55,757.75,772.8,6.95,0.0,347.55,354.5,-410.2
2452614,43447,9126,195714,560735,6556,73177,43,180,240023,88,54.99,95.13,41.85,0.0,3682.8,4839.12,8371.44,147.31,0.0,3682.8,3830.11,-1156.32
2452614,43447,30769,195714,560735,6556,73177,43,353,240023,79,6.78,8.94,2.5,0.0,197.5,535.62,706.26,7.9,0.0,197.5,205.4,-338.12
2452614,43447,31093,195714,560735,6556,73177,43,192,240023,6,37.67,43.69,19.66,29.49,117.96,226.02,262.14,7.96,29.49,88.47,96.43,-137.55
2452371,70785,53839,163667,1734498,6482,124066,37,122,240024,24,21.06,36.01,9.72,0.0,233.28,505.44,864.24,13.99,0.0,233.28,247.27,-272.16
2452371,70785,10491,163667,1734498,6482,124066,37,317,240024,31,13.81,16.57,15.57,0.0,482.67,428.11,513.67,33.78,0.0,482.67,516.45,54.56
2452371,70785,16758,163667,1734498,6482,124066,37,288,240024,100,50.44,92.8,2.78,0.0,278.0,5044.0,9280.0,5.56,0.0,278.0,283.56,-4766.0
,,27864,163667,,6482,124066,37,,240024,,,68.1,53.11,0.0,4089.47,,5243.7,286.26,0.0,,4375.73,
2452371,70785,17553,163667,1734498,6482,124066,37,372,240024,95,80.82,134.96,122.81,0.0,11666.95,7677.9,12821.2,116.66,0.0,11666.95,11783.61,3989.05
2452371,70785,8815,163667,1734498,6482,124066,37,9,240024,79,91.97,120.48,27.71,2101.52,2189.09,7265.63,9517.92,7.0,2101.52,87.57,94.57,-7178.06
2452371,70785,8059,163667,1734498,6482,124066,37,261,240024,87,85.72,109.72,31.81,0.0,2767.47,7457.64,9545.64,249.07,0.0,2767.47,3016.54,-4690.17
2452371,70785,1842,163667,1734498,6482,124066,37,325,240024,4,66.94,74.3,46.06,0.0,184.24,267.76,297.2,16.58,0.0,184.24,200.82,-83.52
2452371,70785,48907,163667,1734498,6482,124066,37,77,240024,4,38.89,67.27,16.14,53.58,64.56,155.56,269.08,0.1,53.58,10.98,11.08,-144.58
2452371,70785,26173,163667,1734498,6482,124066,37,3,240024,85,57.46,89.63,85.14,0.0,7236.9,4884.1,7618.55,289.47,0.0,7236.9,7526.37,2352.8
,,33318,163667,1734498,,,,369,240024,,,22.67,,1141.09,,1069.96,,,1141.09,860.83,929.69,-209.13
,,51747,163667,,,,37,217,240024,,,,,,,2059.89,,,,,3018.18,
2452371,70785,43117,163667,1734498,6482,124066,37,154,240024,32,27.9,39.61,34.85,0.0,1115.2,892.8,1267.52,100.36,0.0,1115.2,1215.56,222.4
2452371,70785,23005,163667,1734498,6482,124066,37,20,240024,38,77.42,137.8,52.36,0.0,1989.68,2941.96,5236.4,99.48,0.0,1989.68,2089.16,-952.28
2452371,70785,47991,163667,1734498,6482,124066,37,42,240024,56,32.37,38.52,10.4,0.0,582.4,1812.72,2157.12,5.82,0.0,582.4,588.22,-1230.32
2450817,42922,27793,265968,754266,3517,2415,32,233,240025,95,1.46,1.79,1.57,107.38,149.15,138.7,170.05,0.83,107.38,41.77,42.6,-96.93
2450817,42922,10736,265968,754266,3517,2415,32,366,240025,95,7.78,10.19,6.11,0.0,580.45,739.1,968.05,0.0,0.0,580.45,580.45,-158.65
2450817,42922,21643,265968,754266,3517,2415,32,269,240025,29,90.5,178.28,90.92,0.0,2636.68,2624.5,5170.12,26.36,0.0,2636.68,2663.04,12.18
2450817,42922,24022,265968,754266,3517,2415,32,144,240025,52,60.77,92.37,51.72,0.0,2689.44,3160.04,4803.24,161.36,0.0,2689.44,2850.8,-470.6
2450817,42922,10012,265968,754266,3517,2415,32,332,240025,69,71.78,77.52,14.72,0.0,1015.68,4952.82,5348.88,0.0,0.0,1015.68,1015.68,-3937.14
2450817,42922,39004,265968,754266,3517,2415,32,251,240025,22,5.75,9.89,2.67,55.21,58.74,126.5,217.58,0.28,55.21,3.53,3.81,-122.97
2450817,42922,1454,265968,754266,3517,2415,32,246,240025,88,73.07,111.79,35.77,31.47,3147.76,6430.16,9837.52,31.16,31.47,3116.29,3147.45,-3313.87
2450817,42922,21410,265968,754266,3517,2415,32,195,240025,4,56.05,110.41,48.58,145.74,194.32,224.2,441.64,0.0,145.74,48.58,48.58,-175.62
2450817,42922,14413,265968,754266,3517,2415,32,239,240025,24,78.55,84.83,83.98,0.0,2015.52,1885.2,2035.92,161.24,0.0,2015.52,2176.76,130.32
2450817,42922,31106,265968,754266,3517,2415,32,125,240025,94,4.24,5.38,0.53,0.0,49.82,398.56,505.72,1.49,0.0,49.82,51.31,-348.74
2450817,42922,31393,265968,754266,3517,2415,32,330,240025,48,17.58,17.75,11.18,0.0,536.64,843.84,852.0,16.09,0.0,536.64,552.73,-307.2
2450817,42922,31150,265968,754266,3517,2415,32,302,240025,27,66.81,91.52,32.94,0.0,889.38,1803.87,2471.04,80.04,0.0,889.38,969.42,-914.49
2450817,42922,30616,265968,754266,3517,2415,32,16,240025,82,20.74,34.01,25.84,0.0,2118.88,1700.68,2788.82,0.0,0.0,2118.88,2118.88,418.2
2450817,42922,20116,265968,754266,3517,2415,32,282,240025,14,33.44,55.17,3.31,0.0,46.34,468.16,772.38,0.46,0.0,46.34,46.8,-421.82
2450817,42922,28636,265968,754266,3517,2415,32,165,240025,51,7.73,12.05,1.92,0.0,97.92,394.23,614.55,0.0,0.0,97.92,97.92,-296.31
2452547,64922,38383,2788,1748793,398,116356,19,203,240026,90,82.78,129.96,58.48,5157.93,5263.2,7450.2,11696.4,0.0,5157.93,105.27,105.27,-7344.93
2452547,64922,15852,2788,1748793,398,116356,19,199,240026,17,80.17,104.22,53.15,135.53,903.55,1362.89,1771.74,46.08,135.53,768.02,814.1,-594.87
2452547,64922,13869,2788,1748793,398,116356,19,67,240026,49,84.7,97.4,87.66,3951.71,4295.34,4150.3,4772.6,13.74,3951.71,343.63,357.37,-3806.67
2452547,64922,36177,2788,1748793,398,116356,19,228,240026,57,78.32,90.85,76.31,0.0,4349.67,4464.24,5178.45,217.48,0.0,4349.67,4567.15,-114.57
2452547,64922,43567,,1748793,,,19,293,240026,,59.57,87.56,35.89,,1435.6,2382.8,,,,1435.6,,
2452547,64922,52398,2788,1748793,398,116356,19,318,240026,64,1.33,2.59,1.89,0.0,120.96,85.12,165.76,4.83,0.0,120.96,125.79,35.84
2452547,64922,33831,2788,1748793,398,116356,19,269,240026,95,37.11,43.78,1.31,0.0,124.45,3525.45,4159.1,2.48,0.0,124.45,126.93,-3401.0
2452547,64922,16209,2788,1748793,398,116356,19,208,240026,3,96.69,103.45,68.27,0.0,204.81,290.07,310.35,10.24,0.0,204.81,215.05,-85.26
2452547,64922,20331,2788,1748793,398,116356,19,104,240026,95,93.38,163.41,31.04,0.0,2948.8,8871.1,15523.95,147.44,0.0,2948.8,3096.24,-5922.3
2452547,64922,5520,2788,1748793,398,116356,19,354,240026,19,22.34,25.02,2.5,0.0,47.5,424.46,475.38,4.27,0.0,47.5,51.77,-376.96
2452547,64922,49956,2788,1748793,398,116356,19,378,240026,68,6.32,11.75,4.58,199.32,311.44,429.76,799.0,2.24,199.32,112.12,114.36,-317.64
2452547,64922,18306,2788,1748793,398,116356,19,93,240026,88,90.87,137.21,9.6,0.0,844.8,7996.56,12074.48,16.89,0.0,844.8,861.69,-7151.76
2452547,64922,47664,2788,1748793,398,116356,19,38,240026,3,96.72,167.32,152.26,0.0,456.78,290.16,501.96,22.83,0.0,456.78,479.61,166.62
2452547,,12030,2788,,398,,,75,240026,,,,4.55,0.0,,,,0.0,0.0,423.15,423.15,-635.19
2452547,64922,2443,2788,1748793,398,116356,19,337,240026,30,86.85,90.32,51.48,0.0,1544.4,2605.5,2709.6,0.0,0.0,1544.4,1544.4,-1061.1
2452547,64922,52989,2788,1748793,398,116356,19,60,240026,86,91.02,130.15,7.8,0.0,670.8,7827.72,11192.9,46.95,0.0,670.8,717.75,-7156.92
2451552,61701,40157,271881,470013,3345,22724,40,166,240027,15,63.49,92.69,53.76,0.0,806.4,952.35,1390.35,24.19,0.0,806.4,830.59,-145.95
2451552,61701,3839,271881,470013,3345,22724,40,184,240027,57,29.16,35.28,0.0,0.0,0.0,1662.12,2010.96,0.0,0.0,0.0,0.0,-1662.12
2451552,61701,25535,271881,470013,3345,22724,40,165,240027,32,71.8,114.16,34.24,0.0,1095.68,2297.6,3653.12,21.91,0.0,1095.68,1117.59,-1201.92
2451552,61701,52016,271881,470013,3345,22724,40,358,240027,7,24.05,24.53,11.03,0.0,77.21,168.35,171.71,1.54,0.0,77.21,78.75,-91.14
2451552,61701,25417,271881,470013,3345,22724,40,252,240027,14,14.27,27.54,19.0,0.0,266.0,199.78,385.56,10.64,0.0,266.0,276.64,66.22
,,24775,,470013,,22724,40,339,240027,,,,116.88,,10636.08,,,,,,10742.44,
2451552,61701,6485,271881,470013,3345,22724,40,327,240027,34,89.82,155.38,125.85,0.0,4278.9,3053.88,5282.92,213.94,0.0,4278.9,4492.84,1225.02
2451552,61701,5855,271881,470013,3345,22724,40,172,240027,58,52.27,55.92,40.26,0.0,2335.08,3031.66,3243.36,0.0,0.0,2335.08,2335.08,-696.58
2451552,61701,6821,271881,470013,3345,22724,40,11,240027,46,66.71,78.71,51.16,353.0,2353.36,3068.66,3620.66,120.02,353.0,2000.36,2120.38,-1068.3
2451552,61701,35702,271881,470013,3345,22724,40,282,240027,50,66.32,104.78,71.25,0.0,3562.5,3316.0,5239.0,178.12,0.0,3562.5,3740.62,246.5
2451552,61701,21401,271881,470013,3345,22724,40,35,240027,75,23.5,43.71,0.87,0.0,65.25,1762.5,3278.25,5.87,0.0,65.25,71.12,-1697.25
2451552,61701,49532,271881,470013,3345,22724,40,359,240027,91,30.29,47.55,7.13,0.0,648.83,2756.39,4327.05,0.0,0.0,648.83,648.83,-2107.56
